9278074505|64.18
9278008064|78.30
9278064652|44.84
9278054798|23.87
9278095195|31.92
9278041713|51.70
9278034909|61.90
9278051777|21.60
9278089307|19.60
9278051660|41.40
9278099520|26.90
9278021309|52.72
9278056764|60.89
9278058675|93.20
9278049541|62.50
9278055981|32.60
9278032472|43.00
9278053141|39.04
9278065160|36.18
9278079929|26.88
9278094242|48.80
9278083143|55.86
9278023656|61.64
9278086883|28.21
9278025299|49.60
9278033208|50.58
9278030610|10.00
9278067459|56.07
9278047130|77.61
9278007704|41.61
9278022000|28.31
9278045584|100.10
9278059079|164.52
9278036945|13.72
9278030275|44.08
9278043819|47.78
9278038209|5.00
9278087486|35.34
9278031043|74.80
9278084986|41.23
9278001435|68.40
9278003831|40.20
9278096520|31.60
9278051917|109.80
9278097668|26.90
9278076016|41.99
9278014581|25.55
9278050042|65.70
9278025857|29.92
9278014816|48.07
9278098506|10.00
9278004059|27.30
9278058662|18.83
9278096418|40.80
9278003783|25.55
9278090484|84.90
9278022639|26.12
9278067830|40.66
9278019268|33.15
9278022338|61.80
9278013297|50.16
9278018270|49.20
9278067985|45.90
9278029735|36.90
9278038588|10.00
9278000282|26.88
9278085737|10.00
9278065025|67.90
9278061421|81.30
9278039028|101.70
9278076113|44.74
9278050593|65.12
9278030203|10.00
9278086130|25.55
9278098586|24.10
9278066981|69.50
9278044403|36.67
9278050201|67.56
9278047411|34.50
9278040196|70.60
9278027490|84.58
9278051047|69.57
9278088022|47.10
9278051083|35.00
9278005487|101.10
9278074884|57.60
9278042592|49.50
9278002290|66.60
9278064208|25.55
9278020760|35.53
9278093295|39.77
9278023763|41.70
9278016178|26.80
9278051225|60.60
9278096992|29.20
9278062605|25.55
9278073106|79.40
9278096266|35.43
9278024083|76.13
9278007565|35.15
9278031379|67.60
9278019043|37.87
9278025476|23.50
9278086756|19.81
9267173969|102.00
9267111417|31.00
9267161437|122.50
9267155518|40.70
9267163613|24.10
9267129725|80.80
9267107240|58.72
9267124458|77.61
9267184436|20.17
9267154046|58.42
9267154101|69.00
9267159434|36.30
9267109981|73.43
9267136691|25.55
9267150813|17.40
9267132395|61.70
9267113460|10.00
9267135621|31.20
9267111206|26.90
9267151502|94.05
9267116537|28.97
9267105178|49.30
9267110556|40.94
9267133614|31.82
9267107898|28.40
9267130683|25.55
9267178228|71.80
9267162904|49.20
9267153778|61.20
9267178458|25.00
9267153494|156.76
9267164817|33.48
9267102131|32.80
9267178300|40.00
9267182499|23.40
9267188702|80.97
9267170484|53.29
9267163237|10.00
9267107070|29.90
9267142842|58.87
9267108391|21.56
9267168395|68.10
9267108039|10.00
9267501782|61.78
9267562784|41.80
9267126456|10.00
9267504625|76.24
9267534902|18.83
9267524091|53.47
9267569369|40.66
9267501511|34.10
9267506139|10.00
9267536076|10.00
9267510618|51.49
9267512046|56.40
9267526883|68.00
9267585765|75.89
9267559783|3.40
9267524638|76.30
9267525463|25.55
9267546052|37.71
9267553496|36.81
9267519285|58.37
9267593133|85.60
9267534501|27.36
9267596563|35.62
9267557101|77.18
9267597862|69.30
9267581425|89.49
9267506068|158.62
