9278158914|62.00
9278177173|40.90
9278134437|71.82
9278163417|42.08
9278156032|90.00
9278134240|10.00
9278190898|14.81
9278137873|98.40
9278126388|45.86
9278061997|29.43
9278044925|38.79
9278078709|195.88
9278075019|15.86
9278062751|29.73
9278002365|105.50
9278001175|24.90
9278039684|34.20
9278040051|29.16
9278018837|71.92
9278085043|32.01
9278021268|40.66
9278059828|76.90
9278087451|73.20
9278099477|39.03
9278042331|26.40
9278000475|31.20
9278017348|148.70
9278042089|87.00
9278005249|98.40
9278083559|33.34
9278059748|91.30
9278092579|10.00
9278090657|47.00
9278015227|26.03
9278083100|23.65
9278008114|31.73
9278088578|10.00
9278099498|29.60
9278012345|97.00
9278033804|37.52
9278095228|25.55
9278053083|77.10
9278029432|66.96
9278071504|34.01
9278069312|82.10
9278055225|54.80
9278056073|66.50
9278018913|25.55
9278023161|33.06
9278047042|32.70
9278002094|54.34
9278055730|14.99
9278005804|89.20
9278031916|58.00
9278099097|100.00
9278051048|78.30
9278011649|138.15
9278024052|56.81
9278051971|7.50
9278030283|36.00
9278098310|62.10
9278090742|10.57
9278091845|57.50
9278090181|10.00
9278051984|43.29
9278091794|25.10
9278006334|37.90
9278091946|50.63
9278046932|15.82
9278001389|31.54
9278041272|5.00
9278081518|27.00
9278032077|26.90
9278057803|111.24
9278071975|30.33
9278001197|55.50
9278059938|23.10
9278055627|37.05
9278031620|37.30
9278051076|65.00
9278001279|70.50
9278041113|74.30
9278013091|45.30
9278062364|39.90
9278030713|57.40
9278087136|56.71
9278094150|48.60
9278082131|54.70
9278086371|30.40
9278082038|54.96
9278024585|37.14
9278005339|51.80
9278055868|44.10
9278053461|11.13
9278081922|56.71
9278014835|32.20
9278029459|56.71
9278097046|19.70
9278091662|68.00
9278092329|39.30
9278026911|26.50
9278082273|25.40
9278047346|41.42
9278076830|59.60
9278015217|41.80
9278043423|75.00
9278046686|39.90
9278052547|23.00
9278054648|57.28
9278071105|25.55
9278064707|79.26
9278071831|30.60
9278089405|39.61
9278088183|43.98
9278095060|22.40
9278077681|30.78
9278089569|50.92
9278053758|82.90
9278078966|45.79
