9277572741|78.66
9277511872|70.58
9277513345|33.91
9277875099|38.52
9277893921|78.85
9240923952|35.81
9277518417|10.00
9241062123|85.88
9241063621|94.51
9241058863|33.00
9246578039|25.08
9248942564|106.20
9251029216|40.90
9251175994|25.00
9251351828|104.40
9251630541|58.61
9251720941|10.40
9251670264|23.75
9251712209|57.94
9251674160|92.05
9251687045|23.75
9251691493|26.00
9251762080|31.10
9251623893|23.75
9251665817|50.92
9251641166|27.17
9251779758|40.66
9251798254|23.75
9251674278|49.20
9251768019|9.70
9251674932|32.00
9251681729|37.10
9251689372|58.48
9251639975|12.98
9251614389|26.12
9251716334|29.92
9251767485|33.91
9252178762|89.60
9252080737|27.36
9253634003|23.75
9251960958|27.72
9253773471|50.00
9259001059|50.25
9259784523|33.90
9259015026|10.00
9259112008|10.00
9259724481|106.30
9259864348|32.01
9259987680|38.40
9260414030|39.30
9260729602|95.20
9260928796|83.24
9260956272|94.88
9261227046|48.80
9261203295|36.90
9261719556|83.00
9261760186|103.30
9261784240|30.90
9261766583|5.00
9261768220|34.80
9261735670|59.80
9261995976|84.33
9261913900|61.90
9261921488|59.90
9261917758|77.50
9261975943|27.60
9261904731|26.90
9261988693|59.40
9261900581|45.80
9261903803|58.10
9261995136|66.70
9261994488|26.90
9261959547|74.00
9261994873|85.48
9261991769|37.46
9261980498|40.96
9261948543|92.99
9261996996|25.55
9261902270|51.90
9261997750|71.98
9261953578|43.70
9262239207|52.91
9262050629|25.55
9262060146|43.60
9262343959|25.55
9262306471|77.00
9262323436|47.90
9262325473|69.50
9262397650|25.55
9262375484|42.11
9262305190|53.80
9262312832|53.21
9262328942|49.20
9262376991|78.92
9262543059|72.60
9262573406|29.70
9262584180|69.73
9262513046|31.50
9262550744|150.00
9262529359|42.18
9262530570|48.60
9262503307|61.46
9262578851|28.12
9262791514|28.12
9262784824|85.24
9262707764|18.83
9262733418|37.00
9262722135|18.83
9262775753|5.00
9262757784|10.00
9262749297|28.50
9262741023|25.55
9262756318|66.20
9262797483|60.80
9262739299|59.28
9262705716|84.74
9262746095|44.00
9262748344|91.75
9262744326|15.00
9262793788|85.00
9262740126|57.60
9262772936|69.80
9262753721|34.10
9262779549|33.60
9262795342|29.00
9262784892|42.84
9262848066|34.39
9262713568|5.00
9262750573|22.00
9262760585|88.00
9262742136|29.07
9262785547|25.55
9262715310|94.71
9262722438|32.00
9262710951|26.80
9263032235|47.02
9263052043|20.44
9263004625|49.30
9263032568|25.55
9263037759|78.17
9263021855|74.10
9263041516|45.12
