9278158914,62.00
9278177173,40.90
9278134437,71.82
9278110810,83.20
9278169776,47.90
9278119848,70.39
9278182994,44.90
9278135463,28.97
9278171730,50.70
9278156691,54.90
9278135516,44.10
9278126299,42.30
9278157416,38.95
9278120164,36.10
9278161544,62.02
9278152968,28.97
9278142517,31.72
9278111292,41.80
9278181199,47.02
9278149274,36.48
9278113135,76.80
9278199413,43.50
9278166850,40.50
9278164258,61.60
9278194789,18.13
9278128031,49.20
9278165689,11.40
9278152982,66.30
9278192219,10.00
9278177772,69.00
9278142013,8.10
9278109875,25.80
9278104781,127.80
9278141241,37.62
9278157322,33.53
9278129764,178.59
9278173878,38.95
9278124085,20.17
9278137382,38.43
9278130669,10.42
9278119255,43.90
9278199403,49.11
9278123898,95.30
9278167394,41.10
9278193385,18.00
9278188929,10.00
9278107341,15.90
9278176354,47.21
9278101314,92.80
9278114780,12.75
9278165259,35.43
9278119856,33.20
9278122508,37.70
9278134189,96.00
9278117172,96.80
9278123348,30.30
9278151688,10.00
9278137980,60.10
9278117467,181.92
9278129200,75.90
9278110528,38.95
9278101123,48.87
9278147702,18.37
9278183590,109.84
9278140881,40.28
9278147750,75.59
9278182095,75.90
9278182907,70.30
9278147081,41.94
9278142098,129.70
9278165862,35.00
9278198369,57.95
9278171232,11.47
9278102657,50.44
9278118600,37.70
9278165057,37.10
9278155368,72.96
9278171621,72.70
9278194062,80.21
9278125923,42.50
9278140332,47.30
9278184110,26.12
9278105400,42.10
9278183012,41.04
9278125213,40.94
9278121307,28.20
9278142695,47.59
9278189669,143.40
9278112546,55.80
9278168799,36.29
9278199585,97.50
9278141405,25.55
9278182675,10.00
9278148310,10.00
9278152411,78.94
9278148375,74.86
9278162773,43.64
9278131302,38.28
9278111218,28.21
9278153674,75.70
9278163417,42.08
9278156032,90.00
9278134240,10.00
9278190898,14.81
9278137873,98.40
9278126388,45.86
9278100696,58.10
9278025570,10.00
9278063538,43.41
9278081914,31.06
9278001551,25.50
9278077122,75.82
9278003939,54.40
9278090969,25.55
9278077881,94.20
9278079759,104.10
9278023931,84.64
9278055417,40.75
9278097540,52.82
9278059371,40.60
9278068842,39.62
9278050132,76.40
9278030702,45.20
9278019988,70.65
9278036564,31.06
9278052584,35.75
9278009775,50.20
9278094073,19.80
9278057826,30.00
9278066582,33.70
9278017657,31.32
9278009166,80.30
9278069639,34.58
9278047849,47.40
9278007432,66.30
9278061998,34.65
9278006946,19.50
9278062773,46.26
9278057726,101.60
9278084773,42.60
9278016170,22.05
9278022337,47.40
9278080247,55.30
9278048749,60.84
9278084050,38.79
9278084349,101.10
9278054779,11.17
9278081048,27.26
9278036964,30.20
9278060409,18.80
9278006296,10.00
9278039201,10.00
9278089048,75.24
9278048231,48.80
9278031047,26.90
9278019464,37.05
