9279420666,32.20
9279431687,45.69
9279494009,25.55
9279470623,59.57
9279493388,10.00
9279376262,68.20
9279464430,101.53
9279490817,79.60
9279408320,26.60
9279490632,25.55
9279436865,17.20
9279400331,60.80
9279445011,43.89
9279456594,70.82
9279427482,49.00
9279449172,34.60
9279490626,10.00
9279417872,99.10
9279404776,49.80
9279421326,125.32
9279471475,61.52
9279487393,41.90
9279697310,43.28
9279646550,78.80
9279629074,56.00
9279647497,20.80
9279656546,17.95
9279689439,32.39
9279693377,32.76
9279684662,26.88
9279668073,17.43
9279644977,92.94
9279606845,23.03
9279693373,28.20
9279671500,48.80
9279660514,86.80
9279697595,86.50
9279694304,44.70
9279643498,105.70
9279661965,40.80
9279689829,19.74
9279673430,27.59
9279660909,29.25
9279678640,71.28
9279675704,17.43
9279693425,79.30
9279696934,36.30
9279686006,36.60
9279663069,42.80
9279636455,23.80
9279682467,32.18
9279628996,33.20
9279644625,61.00
9279664718,56.98
9279649678,33.80
9279667199,26.94
9279676635, 57.00
