REJECTED_REQUIRE_3DS
REJECTED_OTHER_REASON
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_TRANSACTION
REJECTED_INVALID_TRANSACTION
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_DUPLICATED_PAYMENT
REJECTED
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_DUPLICATED_PAYMENT
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_UNSUPPORTED_OPERATION
REJECTED_UNSUPPORTED_OPERATION
REJECTED_UNSUPPORTED_OPERATION
REJECTED_UNSUPPORTED_OPERATION
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_RESTRICTED_BY_BANK
REJECTED_OTHER_REASON
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_RESTRICTED_BY_BANK
REJECTED
REJECTED_INVALID_REQUEST
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_HIGH_RISK
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_INVALID_REQUEST
REJECTED_OTHER_REASON
REJECTED
REJECTED_INVALID_TRANSACTION
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
REJECTED
REJECTED_UNSUPPORTED_OPERATION
REJECTED_OTHER_REASON
REJECTED_CARD_EXPIRED
REJECTED_CARD_BLACKLISTED
REJECTED_RESTRICTED_BY_BANK
REJECTED_MAX_ATTEMPTS_REACHED
REJECTED_OTHER_REASON
REJECTED_MAX_ATTEMPTS_REACHED
REJECTED_OTHER_REASON
REJECTED_UNSUPPORTED_OPERATION
REJECTED_REPORTED_LOST
REJECTED_INVALID_AMOUNT
REJECTED_REPORTED_STOLEN
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_INSSUFICIENT_AMOUNT
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_CARD_EXPIRED
REJECTED_INVALID_SECURITY_CODE
REJECTED_OTHER_REASON
REJECTED_RESTRICTED_BY_BANK
REJECTED_RESTRICTED_BY_BANK
REJECTED_CARD_BLACKLISTED
REJECTED_ERROR_IN_ACQUIRER
REJECTED_AMOUNT_EXCEEDED
REJECTED_RESTRICTED_BY_BANK
REJECTED_HIGH_RISK
REJECTED_INVALID_AMOUNT
REJECTED_MAX_ATTEMPTS_REACHED
REJECTED_ERROR_IN_ACQUIRER
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_INVALID_AMOUNT
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_MAX_ATTEMPTS_REACHED
REJECTED_BAD_FILLED_CARD_NUMBER
REJECTED_INVALID_EXPIRATION_DATE
REJECTED_CVV_REQUIRED
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_ERROR_IN_ACQUIRER
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_DUPLICATED_PAYMENT
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED_OTHER_REASON
REJECTED
REJECTED_INVALID_REQUEST
REJECTED_INVALID_REQUEST
AUTHORIZED
PENDING
REJECTED
REJECTED
